consumer,cuisines_name,restraunt_name,restraunt_cuisines
U1061,Mexican,"La Cantina",Brewery
U1061,Mexican,"La Parroquia",Breakfast
U1061,Mexican,"Luna Cafe",Bar
U1061,Mexican,"Luna Cafe",Cafeteria
U1061,Mexican,"Mariscos El Pescador",Seafood
U1061,Mexican,"McDonalds Parque Tangamanga",Burgers
U1061,Mexican,"McDonalds Parque Tangamanga","Fast Food"
U1061,Mexican,"Michiko Restaurant Japones",Japanese
U1061,Mexican,"Puesto De Tacos",Mexican
U1061,Mexican,"Restaurante Bar Fu-Hao",Bar
U1061,Mexican,"Restaurante El Reyecito","Fast Food"
U1061,Mexican,"Restaurante Tiberius",Pizzeria
U1061,Mexican,"Tacos Los Volcanes",American
U1062,Mexican,"Gorditas Doa Gloria",Mexican
U1062,Mexican,"La Cantina Restaurante",Bar
U1062,Mexican,"La Cantina Restaurante",Brewery
U1062,Mexican,"La Fontana Pizza Restaurante And Cafe",Cafeteria
U1062,Mexican,"La Fontana Pizza Restaurante And Cafe","Fast Food"
U1062,Mexican,"La Fontana Pizza Restaurante And Cafe",Pizzeria
U1062,Mexican,"Pizzeria Julios",American
U1062,Mexican,"Puesto De Tacos",Mexican
U1062,Mexican,"Tortas Locas Hipocampo","Fast Food"
U1063,Mexican,"Gorditas DoÃ±a Tota",Mexican
U1063,Mexican,"Little Pizza Emilio Portes Gil",Armenian
U1063,Mexican,"Pollo Frito Buenos Aires","Fast Food"
U1063,Mexican,Vips,Mexican
U1064,Mexican,"Abondance Restaurante Bar",Bar
U1064,Mexican,"El Herradero Restaurante And Bar",Bar
U1064,Mexican,"La Cantina Restaurante",Bar
U1064,Mexican,"La Cantina Restaurante",Brewery
U1064,Mexican,"Restaurant Oriental Express",Chinese
U1064,Mexican,"Restaurante Marisco Sam",Seafood
U1065,Mexican,"Gorditas Dona Tota",Mexican
U1065,Mexican,"La Perica Hamburguesa",Italian
U1065,Mexican,"Tacos Correcaminos",Mexican
U1066,Mexican,"Kiku Cuernavaca",Japanese
U1066,Mexican,"Restaurant Bar Coty Y Pablo",Bar
U1066,Mexican,"Restaurant Familiar El Chino",Vietnamese
U1067,Mexican,"Gorditas DoÃ±a Tota",Mexican
U1067,Mexican,"Little Caesars",Pizzeria
U1067,Mexican,"Palomo Tec",Mexican
U1067,Mexican,"Puesto de Gorditas",Regional
U1067,Mexican,"Taqueria El Amigo ",Mexican
U1067,Mexican,Vips,Mexican
U1068,Mexican,"Carreton De Flautas Y Migadas",Mexican
U1068,Mexican,"Little Caesars",Pizzeria
U1068,Mexican,"Palomo Tec",Mexican
U1068,Mexican,"Tacos Abi",Mexican
U1068,Mexican,"Tacos De Barbacoa Enfrente Del Tec",Mexican
U1068,Mexican,"Taqueria El Amigo ",Mexican
U1068,Mexican,Vips,Mexican
U1069,Mexican,"Abondance Restaurante Bar",Bar
U1069,Mexican,"Cenaduria El RincÃ³n De Tlaquepaque",Mexican
U1069,Mexican,"El Lechon Potosino ",International
U1069,Mexican,"Hamburguesas Valle Dorado",Burgers
U1069,Mexican,KFC,American
U1069,Mexican,KFC,Game
U1070,Mexican,"Carnitas Mata",Mexican
U1070,Mexican,"Hamburguesas La Perica",Mexican
U1070,Mexican,"Pollo Frito Buenos Aires","Fast Food"
U1071,Mexican,"Cafeteria Y Restaurant El Pacifico",Cafeteria
U1071,Mexican,"Cafeteria Y Restaurant El Pacifico",Contemporary
U1071,Mexican,"El Rincon De San Francisco",Mexican
U1071,Mexican,"Gorditas Doa Gloria",Mexican
U1071,Mexican,"La Cantina Restaurante",Bar
U1071,Mexican,"La Cantina Restaurante",Brewery
U1071,Mexican,"La Posada Del Virrey",International
U1071,Mexican,"La Virreina",Mexican
U1071,Mexican,"Preambulo Wifi Zone Cafe",Cafeteria
U1071,Mexican,"Preambulo Wifi Zone Cafe","Coffee Shop"
U1071,Mexican,"Puesto De Tacos",Mexican
U1071,Mexican,"Restaurant De Mariscos De Picon",Seafood
U1071,Mexican,"Restaurant Oriental Express",Chinese
U1071,Mexican,"Restaurante Marisco Sam",Seafood
U1071,Mexican,"Unicol's Pizza",Italian
U1072,Mexican,"Cafeteria Cenidet",Cafeteria
U1072,Mexican,"El Cotorreo",Family
U1072,Mexican,"El Cotorreo",Mexican
U1073,American,"Cafe Chaires",Cafeteria
U1073,American,"Gorditas Doa Gloria",Mexican
U1073,American,"La Cantina Restaurante",Bar
U1073,American,"La Cantina Restaurante",Brewery
U1073,American,"La Parroquia",Breakfast
U1073,American,"La Posada Del Virrey",International
U1073,American,"Restaurante Marisco Sam",Seafood
U1073,American,Vips,American
U1074,Sushi,"Log Yin",Burgers
U1074,Sushi,"Log Yin",Mediterranean
U1074,Sushi,"Log Yin",Mexican
U1075,Mexican,"Cafeteria Y Restaurant El Pacifico",Cafeteria
U1075,Mexican,"Cafeteria Y Restaurant El Pacifico",Contemporary
U1075,Mexican,"El Herradero Restaurante And Bar",Bar
U1075,Mexican,"Gorditas Doa Gloria",Mexican
U1075,Mexican,"Luna Cafe",Bar
U1075,Mexican,"Luna Cafe",Cafeteria
U1075,Mexican,"Restaurant De Mariscos De Picon",Seafood
U1076,Mexican,"Restaurant De Mariscos De Picon",Seafood
U1076,Mexican,"Restaurant Oriental Express",Chinese
U1076,Mexican,"Restaurant Orizatlan",Mexican
U1076,Mexican,"Restaurante Bar El Gallinero",Bar
U1076,Mexican,"Restaurante Bar El Gallinero",Brewery
U1077,Mexican,"Puesto De Tacos",Mexican
U1077,Mexican,"Restaurant Orizatlan",Mexican
U1077,Mexican,"Restaurante Marisco Sam",Seafood
U1077,Mexican,"Tortas Locas Hipocampo","Fast Food"
U1078,Mexican,"El RincÃ³n De San Francisco",Mexican
U1078,Mexican,"Gorditas Doa Gloria",Mexican
U1078,Mexican,"Hamburguesas Saul",Cafeteria
U1078,Mexican,"La Cantina Restaurante",Bar
U1078,Mexican,"La Cantina Restaurante",Brewery
U1078,Mexican,"Luna Cafe",Bar
U1078,Mexican,"Luna Cafe",Cafeteria
U1078,Mexican,"Restaurante Marisco Sam",Seafood
U1079,Mexican,"Log Yin",Burgers
U1079,Mexican,"Log Yin",Mediterranean
U1079,Mexican,"Log Yin",Mexican
U1079,Mexican,"Mariscos Tia Licha",Family
U1079,Mexican,Mikasa,Japanese
U1079,Mexican,"Restaurant Las MaÃ±anitas",International
U1080,Mexican,"Hamburguesas La Perica",Mexican
U1080,Mexican,"Little Caesars",Pizzeria
U1080,Mexican,"Tacos De La Estacion",Mexican
U1080,Mexican,"Tacos El Guero",Mexican
U1081,Mexican,"Abondance Restaurante Bar",Bar
U1081,Mexican,"Cafeteria Y Restaurant El Pacifico",Cafeteria
U1081,Mexican,"Cafeteria Y Restaurant El Pacifico",Contemporary
U1081,Mexican,"La Cantina Restaurante",Bar
U1081,Mexican,"La Cantina Restaurante",Brewery
U1081,Mexican,"La Virreina",Mexican
U1081,Mexican,"Pizza Clasica","Fast Food"
U1081,Mexican,"Pizza Clasica",Pizzeria
U1081,Mexican,"Preambulo Wifi Zone Cafe",Cafeteria
U1081,Mexican,"Preambulo Wifi Zone Cafe","Coffee Shop"
U1081,Mexican,"Puesto De Tacos",Mexican
U1081,Mexican,"Restaurant De Mariscos De Picon",Seafood
U1081,Mexican,"Restaurant Orizatlan",Mexican
U1081,Mexican,"Tortas Locas Hipocampo","Fast Food"
U1082,Mexican,"Carnitas Mata",Mexican
U1082,Mexican,"Hamburguesas La Perica",Mexican
U1082,Mexican,"Little Caesars",Pizzeria
U1082,Mexican,"Palomo Tec",Mexican
U1082,Mexican,"Pollo Frito Buenos Aires","Fast Food"
U1082,Mexican,"Puesto de Gorditas",Regional
U1082,Mexican,"Tacos Abi",Mexican
U1082,Mexican,"Tacos De Barbacoa Enfrente Del Tec",Mexican
U1082,Mexican,"Taqueria El Amigo ",Mexican
U1083,Mexican,"Cafe Chaires",Cafeteria
U1083,Mexican,"Gordas De Morales",Mexican
U1083,Mexican,"La Estrella De Dimas",Mexican
U1083,Mexican,"Michiko Restaurant Japones",Japanese
U1083,Mexican,"Restaurant Wu Zhuo Yi",Chinese
U1083,Mexican,"Restaurante De Mariscos La Langosta",Seafood
U1083,Mexican,"Restaurante El Reyecito","Fast Food"
U1083,Mexican,"Restaurante La Parroquia Potosina",Contemporary
U1083,Mexican,"Sushi Itto",Japanese
U1084,Mexican,"Carl's Jr",Burgers
U1084,Mexican,"El Mundo De La Pasta",Italian
U1084,Mexican,"Gordas De Morales",Mexican
U1084,Mexican,"La Cantina",Bar
U1084,Mexican,"La Cantina",Brewery
U1084,Mexican,"La Posada Del Virrey",International
U1084,Mexican,"Preambulo Wifi Zone Cafe",Cafeteria
U1084,Mexican,"Preambulo Wifi Zone Cafe","Coffee Shop"
U1084,Mexican,"Restaurante Tiberius",Pizzeria
U1084,Mexican,"Sushi Itto",Japanese
U1084,Mexican,"Tortas Locas Hipocampo","Fast Food"
U1085,Mexican,"Hamburguesas Saul",Cafeteria
U1085,Mexican,"La Cochinita Pibil Restaurante Yucateco",Mexican
U1085,Mexican,"Pizza Clasica","Fast Food"
U1085,Mexican,"Pizza Clasica",Pizzeria
U1085,Mexican,"Pizzeria Julios",American
U1085,Mexican,"Puesto De Tacos",Mexican
U1085,Mexican,"Restaurant Bar Hacienda Los Martinez",Bar
U1085,Mexican,"Restaurant Oriental Express",Chinese
U1086,Italian,"Cafe Punta Del Cielo",Cafeteria
U1086,Italian,Crudalia,Bar
U1086,Italian,"Luna Cafe",Bar
U1086,Italian,"Luna Cafe",Cafeteria
U1086,Italian,"Restaurante Marisco Sam",Seafood
U1086,Italian,"Rockabilly ",Bar
U1086,Italian,"Tortas Locas Hipocampo","Fast Food"
U1086,Italian,Vips,American
U1087,Chinese,"Carreton De Flautas Y Migadas",Mexican
U1087,Chinese,"Little Pizza Emilio Portes Gil",Armenian
U1087,Chinese,"Puesto de Gorditas",Regional
U1087,Chinese,"Tacos Abi",Mexican
U1087,Chinese,"Tacos De Barbacoa Enfrente Del Tec",Mexican
U1087,Chinese,"Taqueria El Amigo ",Mexican
U1087,Chinese,Vips,Mexican
U1088,Mexican,"Abondance Restaurante Bar",Bar
U1088,Mexican,"Cafeteria Y Restaurant El Pacifico",Cafeteria
U1088,Mexican,"Cafeteria Y Restaurant El Pacifico",Contemporary
U1088,Mexican,"El Herradero Restaurante And Bar",Bar
U1088,Mexican,"Luna Cafe",Bar
U1088,Mexican,"Luna Cafe",Cafeteria
U1088,Mexican,"Restaurante La Cantina",Bar
U1088,Mexican,"Restaurante La Cantina",Brewery
U1088,Mexican,"Restaurante Y Pescaderia Tampico",Seafood
U1089,Mexican,"Cabana Huasteca",Mexican
U1089,Mexican,Crudalia,Bar
U1089,Mexican,"Gorditas Doa Gloria",Mexican
U1089,Mexican,"Koye Sushi",Chinese
U1089,Mexican,"La Cantina",Bar
U1089,Mexican,"La Cantina",Brewery
U1089,Mexican,"La Virreina",Mexican
U1089,Mexican,"Pizzeria Julios",American
U1089,Mexican,"Restaurante Tiberius",Pizzeria
U1089,Mexican,"Shi Ro Ie",Japanese
U1089,Mexican,"Sushi Itto",Japanese
U1089,Mexican,"Tortas Locas Hipocampo","Fast Food"
U1089,Mexican,Vips,American
U1090,"Tex Mex","Cafe Chaires",Cafeteria
U1090,"Tex Mex","Cafe Punta Del Cielo",Cafeteria
U1090,"Tex Mex","El Pueblito",Mexican
U1090,"Tex Mex","El Rincon De San Francisco",Mexican
U1090,"Tex Mex","La Cantina Restaurante",Bar
U1090,"Tex Mex","La Cantina Restaurante",Brewery
U1090,"Tex Mex","La Parroquia",Breakfast
U1090,"Tex Mex","La Posada Del Virrey",International
U1090,"Tex Mex","Tortas Locas Hipocampo","Fast Food"
U1091,"American,Mexican","Cafe Chaires",Cafeteria
U1091,"American,Mexican","Carl's Jr",Burgers
U1091,"American,Mexican","El Mundo De La Pasta",Italian
U1091,"American,Mexican","Mariscos El Pescador",Seafood
U1091,"American,Mexican","McDonalds Parque Tangamanga",Burgers
U1091,"American,Mexican","McDonalds Parque Tangamanga","Fast Food"
U1091,"American,Mexican","Puesto De Tacos",Mexican
U1091,"American,Mexican","Shi Ro Ie",Japanese
U1092,Game,"Cafe Chaires",Cafeteria
U1092,Game,"El Rincon De San Francisco",Mexican
U1092,Game,"Gordas De Morales",Mexican
U1092,Game,"Restaurante El Reyecito","Fast Food"
U1092,Game,"Restaurante La Cantina",Bar
U1092,Game,"Restaurante La Cantina",Brewery
U1092,Game,"Tortas Locas Hipocampo","Fast Food"
U1093,Japanese,"Kiku Cuernavaca",Japanese
U1093,Japanese,"Log Yin",Burgers
U1093,Japanese,"Log Yin",Mediterranean
U1093,Japanese,"Log Yin",Mexican
U1093,Japanese,"Restaurant Bar Coty Y Pablo",Bar
U1093,Japanese,"Restaurant Familiar El Chino",Vietnamese
U1094,Mexican,"Abondance Restaurante Bar",Bar
U1094,Mexican,"El Herradero Restaurante And Bar",Bar
U1094,Mexican,"Restaurante La Cantina",Bar
U1094,Mexican,"Restaurante La Cantina",Brewery
U1094,Mexican,"Restaurante Y Pescaderia Tampico",Seafood
U1095,Italian,"Carl's Jr",Burgers
U1095,Italian,"El Mundo De La Pasta",Italian
U1095,Italian,"Gordas De Morales",Mexican
U1095,Italian,"La Cochinita Pibil Restaurante Yucateco",Mexican
U1095,Italian,"McDonalds Parque Tangamanga",Burgers
U1095,Italian,"McDonalds Parque Tangamanga","Fast Food"
U1095,Italian,"Michiko Restaurant Japones",Japanese
U1095,Italian,"Pizzeria Julios",American
U1095,Italian,"Restaurante Tiberius",Pizzeria
U1095,Italian,"Sushi Itto",Japanese
U1096,Mexican,"El Rincon De San Francisco",Mexican
U1096,Mexican,Emilianos,Brewery
U1096,Mexican,"Gordas De Morales",Mexican
U1096,Mexican,"La Cantina",Bar
U1096,Mexican,"La Cantina",Brewery
U1096,Mexican,"La Cochinita Pibil Restaurante Yucateco",Mexican
U1096,Mexican,"Mariscos El Pescador",Seafood
U1096,Mexican,"McDonalds Parque Tangamanga",Burgers
U1096,Mexican,"McDonalds Parque Tangamanga","Fast Food"
U1096,Mexican,"Shi Ro Ie",Japanese
U1096,Mexican,"Sushi Itto",Japanese
U1096,Mexican,"Tacos Los Volcanes",American
U1097,Mexican,"Carl's Jr",Burgers
U1097,Mexican,Crudalia,Bar
U1097,Mexican,Emilianos,Brewery
U1097,Mexican,"Koye Sushi",Chinese
U1097,Mexican,"La Cantina",Bar
U1097,Mexican,"La Cantina",Brewery
U1097,Mexican,"La Fontana Pizza Restaurante And Cafe",Cafeteria
U1097,Mexican,"La Fontana Pizza Restaurante And Cafe","Fast Food"
U1097,Mexican,"La Fontana Pizza Restaurante And Cafe",Pizzeria
U1097,Mexican,"La Parroquia",Breakfast
U1097,Mexican,"McDonalds Parque Tangamanga",Burgers
U1097,Mexican,"McDonalds Parque Tangamanga","Fast Food"
U1097,Mexican,"Michiko Restaurant Japones",Japanese
U1097,Mexican,"Restaurante De Mariscos La Langosta",Seafood
U1097,Mexican,"Restaurante Tiberius",Pizzeria
U1097,Mexican,"Tacos Los Volcanes",American
U1098,Mexican,"Cafeteria Y Restaurant El Pacifico",Cafeteria
U1098,Mexican,"Cafeteria Y Restaurant El Pacifico",Contemporary
U1098,Mexican,"Carl's Jr",Burgers
U1098,Mexican,Crudalia,Bar
U1098,Mexican,"Hamburguesas Saul",Cafeteria
U1098,Mexican,"Koye Sushi",Chinese
U1098,Mexican,"La Posada Del Virrey",International
U1098,Mexican,"Puesto De Tacos",Mexican
U1098,Mexican,"Restaurante El Reyecito","Fast Food"
U1098,Mexican,"Restaurante Marisco Sam",Seafood
U1098,Mexican,"Tortas Locas Hipocampo","Fast Food"
U1098,Mexican,"Unicol's Pizza",Italian
U1099,Mexican,"Gorditas Doa Gloria",Mexican
U1099,Mexican,"Hamburguesas Saul",Cafeteria
U1099,Mexican,"Pizza Clasica","Fast Food"
U1099,Mexican,"Pizza Clasica",Pizzeria
U1099,Mexican,"Pizzeria Julios",American
U1099,Mexican,"Restaurant Oriental Express",Chinese
U1099,Mexican,"Restaurante Marisco Sam",Seafood
U1099,Mexican,"Unicol's Pizza",Italian
U1100,Mexican,"Log Yin",Burgers
U1100,Mexican,"Log Yin",Mediterranean
U1100,Mexican,"Log Yin",Mexican
U1100,Mexican,"Mariscos Tia Licha",Family
U1100,Mexican,Subway,"Fast Food"
U1101,"Australian,Burgers,Family,Latin American,Coffee Shop,Chinese,Afghan,Contemporary,Italian,Doughnuts,Hot Dogs,Mexican,Cafeteria,Bar,Diner","Cafeteria Y Restaurant El Pacifico",Cafeteria
U1101,"Contemporary,Latin American,Burgers,Afghan,Doughnuts,Chinese,Family,Australian,Mexican,Cafeteria,Hot Dogs,Bar,Coffee Shop,Diner,Italian","Cafeteria Y Restaurant El Pacifico",Contemporary
U1101,"Mexican,Doughnuts,Latin American,Hot Dogs,Contemporary,Afghan,Burgers,Family,Cafeteria,Australian,Chinese,Bar,Italian,Coffee Shop,Diner","El RincÃ³n De San Francisco",Mexican
U1101,"Australian,Coffee Shop,Family,Cafeteria,Chinese,Italian,Doughnuts,Bar,Afghan,Mexican,Burgers,Diner,Latin American,Hot Dogs,Contemporary","La Cantina Restaurante",Bar
U1101,"Afghan,Italian,Burgers,Australian,Doughnuts,Mexican,Diner,Bar,Hot Dogs,Coffee Shop,Cafeteria,Family,Chinese,Contemporary,Latin American","La Cantina Restaurante",Brewery
U1101,"Burgers,Afghan,Doughnuts,Australian,Latin American,Italian,Mexican,Cafeteria,Hot Dogs,Contemporary,Family,Chinese,Bar,Coffee Shop,Diner","Luna Cafe",Bar
U1101,"Family,Afghan,Hot Dogs,Latin American,Contemporary,Burgers,Coffee Shop,Cafeteria,Bar,Chinese,Doughnuts,Diner,Mexican,Italian,Australian","Luna Cafe",Cafeteria
U1101,"Diner,Coffee Shop,Afghan,Hot Dogs,Family,Contemporary,Australian,Cafeteria,Burgers,Italian,Doughnuts,Latin American,Bar,Chinese,Mexican","Restaurant De Mariscos De Picon",Seafood
U1101,"Latin American,Afghan,Italian,Coffee Shop,Burgers,Cafeteria,Doughnuts,Bar,Australian,Hot Dogs,Family,Mexican,Chinese,Diner,Contemporary","Restaurant Orizatlan",Mexican
U1101,"Bar,Latin American,Italian,Australian,Cafeteria,Chinese,Burgers,Contemporary,Afghan,Doughnuts,Hot Dogs,Coffee Shop,Family,Mexican,Diner","Restaurante Bar El Gallinero",Bar
U1101,"Cafeteria,Bar,Australian,Hot Dogs,Chinese,Italian,Doughnuts,Afghan,Mexican,Burgers,Latin American,Diner,Contemporary,Coffee Shop,Family","Restaurante Bar El Gallinero",Brewery
U1101,"Doughnuts,Italian,Chinese,Bar,Cafeteria,Family,Coffee Shop,Contemporary,Latin American,Diner,Burgers,Mexican,Hot Dogs,Afghan,Australian","Unicol's Pizza",Italian
U1102,Pizzeria,"El Lechon Potosino ",International
U1102,Pizzeria,"Hamburguesas Valle Dorado",Burgers
U1102,Pizzeria,Sirlone,International
U1102,Pizzeria,"Tortas Y Hamburguesas El Gordo",Burgers
U1103,Mexican,"Carnitas Mata",Mexican
U1103,Mexican,"Gorditas DoÃ±a Tota",Mexican
U1103,Mexican,"Little Caesars",Pizzeria
U1103,Mexican,"Little Pizza Emilio Portes Gil",Armenian
U1103,Mexican,"Palomo Tec",Mexican
U1103,Mexican,"Tacos Abi",Mexican
U1103,Mexican,"Taqueria El Amigo ",Mexican
U1103,Mexican,Vips,Mexican
U1104,Italian,"Cafeteria Y Restaurant El Pacifico",Cafeteria
U1104,Italian,"Cafeteria Y Restaurant El Pacifico",Contemporary
U1104,Italian,"El Rincon De San Francisco",Mexican
U1104,Italian,"Gorditas Doa Gloria",Mexican
U1104,Italian,"La Cantina Restaurante",Bar
U1104,Italian,"La Cantina Restaurante",Brewery
U1104,Italian,"Luna Cafe",Bar
U1104,Italian,"Luna Cafe",Cafeteria
U1104,Italian,"Preambulo Wifi Zone Cafe",Cafeteria
U1104,Italian,"Preambulo Wifi Zone Cafe","Coffee Shop"
U1104,Italian,"Puesto De Tacos",Mexican
U1104,Italian,"Restaurant De Mariscos De Picon",Seafood
U1104,Italian,"Tortas Locas Hipocampo","Fast Food"
U1105,Cafeteria,"Abondance Restaurante Bar",Bar
U1105,Cafeteria,"El Herradero Restaurante And Bar",Bar
U1105,Cafeteria,"La Cantina Restaurante",Bar
U1105,Cafeteria,"La Cantina Restaurante",Brewery
U1105,Cafeteria,"Restaurant De Mariscos De Picon",Seafood
U1105,Cafeteria,"Restaurante Y Pescaderia Tampico",Seafood
U1106,Barbecue,"Cabana Huasteca",Mexican
U1106,Barbecue,"Cafeteria Y Restaurant El Pacifico",Cafeteria
U1106,Barbecue,"Cafeteria Y Restaurant El Pacifico",Contemporary
U1106,Barbecue,"El RincÃ³n De San Francisco",Mexican
U1106,Barbecue,"Gorditas Doa Gloria",Mexican
U1106,Barbecue,"Koye Sushi",Chinese
U1106,Barbecue,"La Cantina Restaurante",Bar
U1106,Barbecue,"La Cantina Restaurante",Brewery
U1106,Barbecue,"La Posada Del Virrey",International
U1106,Barbecue,"La Virreina",Mexican
U1106,Barbecue,"Luna Cafe",Bar
U1106,Barbecue,"Luna Cafe",Cafeteria
U1106,Barbecue,"Preambulo Wifi Zone Cafe",Cafeteria
U1106,Barbecue,"Preambulo Wifi Zone Cafe","Coffee Shop"
U1106,Barbecue,"Restaurant De Mariscos De Picon",Seafood
U1106,Barbecue,"Restaurant Oriental Express",Chinese
U1106,Barbecue,"Tortas Locas Hipocampo","Fast Food"
U1106,Barbecue,"Unicol's Pizza",Italian
U1107,Mexican,"Gorditas DoÃ±a Tota",Mexican
U1107,Mexican,"Little Caesars",Pizzeria
U1108,"American,Fast Food,Deli,Hot Dogs,Mexican,Latin American,Coffee Shop,Sushi,Chinese,Seafood,Burgers,Ice Cream,Asian,Pizzeria,Cafeteria,Japanese,Game,Family","Cafe Chaires",Cafeteria
U1108,"Deli,Chinese,Hot Dogs,Burgers,Coffee Shop,Asian,Ice Cream,Cafeteria,Pizzeria,Fast Food,Sushi,Japanese,Mexican,Game,Latin American,Family,American,Seafood","Cafeteria Y Restaurant El Pacifico",Cafeteria
U1108,"American,Mexican,Hot Dogs,Ice Cream,Burgers,Deli,Pizzeria,Cafeteria,Seafood,Coffee Shop,Chinese,Sushi,Family,Game,Asian,Latin American,Japanese,Fast Food","Cafeteria Y Restaurant El Pacifico",Contemporary
U1108,"American,Deli,Coffee Shop,Mexican,Fast Food,Hot Dogs,Ice Cream,Asian,Pizzeria,Sushi,Latin American,Chinese,Cafeteria,Game,Japanese,Family,Seafood,Burgers","Gordas De Morales",Mexican
U1108,"Fast Food,Japanese,Burgers,Pizzeria,Sushi,Coffee Shop,Game,Latin American,American,Cafeteria,Mexican,Ice Cream,Hot Dogs,Asian,Deli,Chinese,Seafood,Family","La Virreina",Mexican
U1108,"Fast Food,Ice Cream,Coffee Shop,Sushi,Burgers,Game,Pizzeria,Latin American,Deli,Japanese,Cafeteria,Family,Mexican,Chinese,Hot Dogs,American,Asian,Seafood","Mariscos El Pescador",Seafood
U1108,"Game,Fast Food,Chinese,American,Asian,Mexican,Deli,Cafeteria,Japanese,Pizzeria,Sushi,Latin American,Ice Cream,Family,Coffee Shop,Burgers,Seafood,Hot Dogs","McDonalds Parque Tangamanga",Burgers
U1108,"Game,Sushi,Fast Food,Cafeteria,Family,Latin American,Asian,Japanese,Deli,Chinese,Burgers,Ice Cream,Coffee Shop,Seafood,American,Hot Dogs,Pizzeria,Mexican","McDonalds Parque Tangamanga","Fast Food"
U1108,"Mexican,Game,Cafeteria,Sushi,Family,Seafood,Asian,Burgers,American,Deli,Pizzeria,Chinese,Coffee Shop,Latin American,Hot Dogs,Ice Cream,Japanese,Fast Food","Restaurante El Reyecito","Fast Food"
U1108,"Deli,Mexican,Ice Cream,Chinese,Sushi,Family,American,Japanese,Asian,Fast Food,Game,Coffee Shop,Hot Dogs,Pizzeria,Burgers,Seafood,Latin American,Cafeteria","Restaurante La Parroquia Potosina",Contemporary
U1108,"Chinese,Ice Cream,Game,Burgers,Cafeteria,Coffee Shop,Sushi,Seafood,Japanese,Latin American,Deli,Mexican,Hot Dogs,American,Family,Fast Food,Asian,Pizzeria","Restaurante Tiberius",Pizzeria
U1108,"Pizzeria,Family,Asian,Burgers,Ice Cream,Fast Food,Game,American,Hot Dogs,Mexican,Japanese,Deli,Latin American,Seafood,Cafeteria,Sushi,Coffee Shop,Chinese","Tortas Locas Hipocampo","Fast Food"
U1109,Mexican,"Cafeteria Y Restaurant El Pacifico",Cafeteria
U1109,Mexican,"Cafeteria Y Restaurant El Pacifico",Contemporary
U1109,Mexican,"La Virreina",Mexican
U1109,Mexican,"Pizzeria Julios",American
U1109,Mexican,"Puesto De Tacos",Mexican
U1109,Mexican,"Restaurant Oriental Express",Chinese
U1109,Mexican,"Restaurante Tiberius",Pizzeria
U1109,Mexican,"Tortas Locas Hipocampo","Fast Food"
U1109,Mexican,"Unicol's Pizza",Italian
U1110,Mexican,"Kiku Cuernavaca",Japanese
U1110,Mexican,"Restaurant Familiar El Chino",Vietnamese
U1110,Mexican,Subway,"Fast Food"
U1111,Mexican,"Cenaduria El RincÃ³n De Tlaquepaque",Mexican
U1111,Mexican,"Dominos Pizza",Pizzeria
U1111,Mexican,"Hamburguesas Valle Dorado",Burgers
U1111,Mexican,KFC,American
U1111,Mexican,KFC,Game
U1111,Mexican,"Restaurante La Cantina",Bar
U1111,Mexican,"Restaurante La Cantina",Brewery
U1111,Mexican,Sirlone,International
U1111,Mexican,"Tortas Y Hamburguesas El Gordo",Burgers
U1112,Mexican,"Cafe Chaires",Cafeteria
U1112,Mexican,Crudalia,Bar
U1112,Mexican,"Gorditas Doa Gloria",Mexican
U1112,Mexican,"Koye Sushi",Chinese
U1112,Mexican,"La Cantina",Bar
U1112,Mexican,"La Cantina",Brewery
U1112,Mexican,"La Parroquia",Breakfast
U1112,Mexican,"La Posada Del Virrey",International
U1112,Mexican,"McDonalds Parque Tangamanga",Burgers
U1112,Mexican,"McDonalds Parque Tangamanga","Fast Food"
U1112,Mexican,"Restaurante Bar Fu-Hao",Bar
U1112,Mexican,"Restaurante El Reyecito","Fast Food"
U1113,Burgers,"Cafeteria Y Restaurant El Pacifico",Cafeteria
U1113,Burgers,"Cafeteria Y Restaurant El Pacifico",Contemporary
U1113,Burgers,"El Herradero Restaurante And Bar",Bar
U1113,Burgers,"Koye Sushi",Chinese
U1113,Burgers,"Restaurante El Reyecito","Fast Food"
U1113,Burgers,Sirlone,International
U1113,Burgers,"Tortas Locas Hipocampo","Fast Food"
U1113,Burgers,"Unicol's Pizza",Italian
U1114,Mexican,"Cabana Huasteca",Mexican
U1114,Mexican,"Gordas De Morales",Mexican
U1114,Mexican,"Gorditas Doa Gloria",Mexican
U1114,Mexican,"La Estrella De Dimas",Mexican
U1114,Mexican,"La Fontana Pizza Restaurante And Cafe",Cafeteria
U1114,Mexican,"La Fontana Pizza Restaurante And Cafe","Fast Food"
U1114,Mexican,"La Fontana Pizza Restaurante And Cafe",Pizzeria
U1114,Mexican,"Pizzeria Julios",American
U1114,Mexican,"Puesto De Tacos",Mexican
U1114,Mexican,"Restaurante Tiberius",Pizzeria
U1114,Mexican,"Sushi Itto",Japanese
U1114,Mexican,Vips,American
U1115,Regional,"Abondance Restaurante Bar",Bar
U1115,Regional,"El Herradero Restaurante And Bar",Bar
U1115,Regional,"Restaurante La Cantina",Bar
U1115,Regional,"Restaurante La Cantina",Brewery
U1115,Regional,"Restaurante Y Pescaderia Tampico",Seafood
U1116,Mexican,"El Rincon De San Francisco",Mexican
U1116,Mexican,"Gorditas Doa Gloria",Mexican
U1116,Mexican,"La Cantina Restaurante",Bar
